Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Blautia_faecis	GO:0019829	cation-transporting ATPase activity	151	82	0.247	0.558	0.311	0.0066370005019516	Pre-HIV+	MF	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + cation(out) = ADP + phosphate + cation(in).
s__Roseburia_inulinivorans	GO:0004812	aminoacyl-tRNA ligase activity	150	82	-0.258	-0.567	0.309	0.00665059278617597	Pre-HIV-	MF	Catalysis of the formation of aminoacyl-tRNA from ATP, amino acid, and tRNA with the release of diphosphate and AMP.
s__Dorea_sp._AF36_15AT	GO:0004197	cysteine-type endopeptidase activity	150	80	-0.053	-0.41	0.356	0.00665291241785004	Pre-HIV-	MF	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.
s__Coprococcus_comes	GO:0019538	protein metabolic process	151	82	0.058	0.411	0.352	0.00665479686667192	Pre-HIV+	BP	The chemical reactions and pathways involving a protein. Includes protein modification.
s__Phocaeicola_vulgatus	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	150	82	-0.303	0.065	0.369	0.00665874767589525	Non-HIV-	MF	Catalysis of the reaction: 5,10-methylenetetrahydrofolate + NADP(+) = 5,10-methenyltetrahydrofolate + NADPH.
s__Alistipes_communis	GO:0006306	DNA methylation	118	61	-0.092	0.332	0.424	0.00666197591180251	Pre-HIV+	BP	The covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine.
s__Alistipes_communis	GO:0008170	N-methyltransferase activity	118	61	-0.092	0.332	0.424	0.00666197591180739	Pre-HIV+	MF	Catalysis of the transfer of a methyl group to the nitrogen atom of an acceptor molecule.
s__Blautia_massiliensis	GO:0006413	translational initiation	150	82	-0.306	0.062	0.368	0.0066657111635795	Non-HIV-	BP	The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA.
s__Dorea_ammoniilytica	GO:0005515	protein binding	150	80	-0.178	-0.509	0.331	0.00667734087595817	Pre-HIV-	MF	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).
s__Schaalia_odontolytica	GO:0004830	tryptophan-tRNA ligase activity	139	77	-0.325	0.054	0.379	0.00668234500969689	Non-HIV-	MF	Catalysis of the reaction: ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl-tRNA(Trp).
s__Schaalia_odontolytica	GO:0006436	tryptophanyl-tRNA aminoacylation	139	77	-0.325	0.054	0.379	0.00668234500970422	Non-HIV-	BP	The process of coupling tryptophan to tryptophanyl-tRNA, catalyzed by tryptophanyl-tRNA synthetase. The tryptophanyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a tryptophan-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification.
s__Clostridium_sp._D43t1_170807_H7	GO:0009431	bacterial-type flagellum basal body, MS ring	110	59	0.472	0.065	0.407	0.0066850603297921	Non-HIV+	CC	One of the rings of the bacterial-type flagellar basal body; a double-flanged ring that anchors the basal body to the cytoplasmic membrane.
s__Blautia_faecis	GO:0046857	oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	151	82	-0.122	-0.462	0.341	0.00668543406149147	Pre-HIV-	MF	Catalysis of an oxidation-reduction (redox) reaction in which a nitrogenous group, excluding NH and NH2 groups, acts as a hydrogen or electron donor and reduces NAD or NADP.
s__Blautia_sp._Marseille_P3087	GO:0008649	rRNA methyltransferase activity	150	82	-0.012	0.351	0.363	0.00669283799780929	Pre-HIV+	MF	Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to a nucleoside residue in an rRNA molecule.
s__Escherichia_coli	GO:0016311	dephosphorylation	150	80	0.021	-0.346	0.367	0.0066979397013629	Pre-HIV-	BP	The process of removing one or more phosphoric (ester or anhydride) residues from a molecule.
s__Dorea_sp._OM07_5	GO:0004850	uridine phosphorylase activity	139	78	0.343	-0.033	0.375	0.00669970813686671	Non-HIV+	MF	Catalysis of the reaction: uridine + phosphate = uracil + alpha-D-ribose 1-phosphate.
s__Roseburia_inulinivorans	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	150	82	-0.091	-0.438	0.347	0.0067022898511726	Pre-HIV-	BP	The targeting of proteins to a membrane that occurs during translation and is dependent upon two key components, the signal-recognition particle (SRP) and the SRP receptor. SRP is a cytosolic particle that transiently binds to the endoplasmic reticulum (ER) signal sequence in a nascent protein, to the large ribosomal unit, and to the SRP receptor in the ER membrane.
s__Prevotella_copri	GO:0008609	alkylglycerone-phosphate synthase activity	133	77	0.032	0.402	0.371	0.00670770773405205	Pre-HIV+	MF	Catalysis of the reaction: 1-acyl-glycerone 3-phosphate + a long-chain alcohol = 1-alkyl-glycerone 3-phosphate + a long-chain acid anion.
s__Faecalibacterium_prausnitzii	GO:0004725	protein tyrosine phosphatase activity	151	82	0.059	-0.308	0.367	0.00671334797737733	Pre-HIV-	MF	Catalysis of the reaction: protein tyrosine phosphate + H2O = protein tyrosine + phosphate.
s__Lachnoclostridium_sp._210928_DFI_6_3	GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	146	79	0.006	-0.362	0.368	0.00671769557881774	Pre-HIV-	MF	Catalysis of the reaction: L-glutamine + glutamyl-tRNA(Gln) + ATP = L-glutamate + glutaminyl-tRNA(Gln) + phosphate + ADP.
s__Lachnoclostridium_sp._210928_DFI_6_3	GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	146	79	0.006	-0.362	0.368	0.00671769557882285	Pre-HIV-	CC	A protein complex that possesses glutamyl-tRNA(Gln) amidotransferase activity, and therefore creates Gln-tRNA by amidating Glu-tRNA; usually composed of 3 subunits: A, B, and C. Note that the C subunit may not be required in all organisms.
s__Prevotella_copri	GO:0019673	GDP-mannose metabolic process	141	80	0.167	0.504	0.337	0.00671807345424913	Pre-HIV+	BP	The chemical reactions and pathways involving GDP-mannose, a substance composed of mannose in glycosidic linkage with guanosine diphosphate.
s__Prevotella_copri	GO:0008446	GDP-mannose 4,6-dehydratase activity	141	80	0.167	0.504	0.337	0.00671807345425579	Pre-HIV+	MF	Catalysis of the reaction: GDP-alpha-D-mannose = GDP-4-dehydro-6-deoxy-alpha-D-mannose + H(2)O.
s__Ruminococcus_sp._M6_2020	GO:0009295	nucleoid	150	82	-0.165	-0.497	0.331	0.00672386687814286	Pre-HIV-	CC	The region of a virus, bacterial cell, mitochondrion or chloroplast to which the nucleic acid is confined.
s__Gemmiger_formicilis	GO:0051304	chromosome separation	151	82	-0.062	-0.413	0.351	0.00672498869270277	Pre-HIV-	BP	The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II).
s__Phocaeicola_vulgatus	GO:0008081	phosphoric diester hydrolase activity	150	82	-0.032	0.332	0.365	0.00674375641378067	Pre-HIV+	MF	Catalysis of the hydrolysis of a phosphodiester to give a phosphomonoester and a free hydroxyl group.
s__Prevotella_sp._P5_64	GO:0018492	carbon-monoxide dehydrogenase (acceptor) activity	80	53	-0.038	-0.485	0.447	0.00675731784679812	Pre-HIV-	MF	Catalysis of the reaction: CO + H2O + acceptor = CO2 + reduced acceptor.
s__Dysosmobacter_sp._BX15	GO:0007165	signal transduction	148	81	-0.424	-0.072	0.352	0.00676376281491087	Non-HIV-	BP	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.
s__Oscillibacter_sp._ER4	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	147	82	-0.28	-0.583	0.303	0.00676503495309899	Pre-HIV-	MF	Catalysis of the reaction: acetaldehyde + CoA + NAD+ = acetyl-CoA + NADH + H+.
s__Holdemanella_biformis	GO:0006518	peptide metabolic process	150	80	0.476	0.136	0.34	0.00676707210531724	Non-HIV+	BP	The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another.
s__Holdemanella_biformis	GO:0045148	tripeptide aminopeptidase activity	150	80	0.476	0.136	0.34	0.00676707210531879	Non-HIV+	MF	Catalysis of the release of the N-terminal residue from a tripeptide.
s__Dorea_sp._AF36_15AT	GO:0016776	phosphotransferase activity, phosphate group as acceptor	150	80	-0.031	0.337	0.367	0.00676862689305135	Pre-HIV+	MF	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to a phosphate group (acceptor).
s__Anthropogastromicrobium_aceti	GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	150	82	-0.063	-0.414	0.351	0.00677215267006304	Pre-HIV-	MF	Catalysis of the reaction: 2 ATP + L-glutamine + CO2 + H2O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.
s__Simiaoa_sunii	GO:0005542	folic acid binding	145	77	0.225	0.549	0.324	0.00677316766629055	Pre-HIV+	MF	Interacting selectively and non-covalently with folic acid, pteroylglutamic acid. Folic acid is widely distributed as a member of the vitamin B complex and is essential for the synthesis of purine and pyrimidines.
s__Senegalimassilia_anaerobia	GO:0004358	glutamate N-acetyltransferase activity	146	81	-0.002	0.362	0.364	0.00677868408042692	Pre-HIV+	MF	Catalysis of the reaction: N(2)-acetyl-L-ornithine + L-glutamate = N-acetyl-L-glutamate + L-ornithine.
s__Eubacterium_ventriosum	GO:0004190	aspartic-type endopeptidase activity	150	81	-0.03	0.336	0.366	0.00677995531237929	Pre-HIV+	MF	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile.
s__Dorea_sp._AF36_15AT	GO:0004834	tryptophan synthase activity	150	80	-0.2	-0.525	0.325	0.00678594720931036	Pre-HIV-	MF	Catalysis of the reaction: L-serine + (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate = L-tryptophan + glyceraldehyde 3-phosphate + H2O.
s__Escherichia_coli	GO:0050380	undecaprenyl-diphosphatase activity	150	80	0.028	-0.339	0.367	0.00678626488231759	Pre-HIV-	MF	Catalysis of the reaction: all-trans-undecaprenyl diphosphate + H(2)O = all-trans-undecaprenyl phosphate + H(+) + phosphate.
s__Klebsiella_pneumoniae	GO:0009381	excinuclease ABC activity	151	81	0.1	0.446	0.345	0.00678919157271185	Pre-HIV+	MF	Catalysis of the hydrolysis of ester linkages within deoxyribonucleic acid at sites flanking regions of damaged DNA to which the Uvr ABC excinuclease complexes bind.
s__Blautia_faecis	GO:0044781	bacterial-type flagellum organization	149	77	0.053	-0.322	0.374	0.00679284313667905	Pre-HIV-	BP	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a bacterial-type flagellum, a motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope which functions in cell motility.
s__Oliverpabstia_intestinalis	GO:0004401	histidinol-phosphatase activity	150	81	0.174	0.504	0.33	0.00679359902758403	Pre-HIV+	MF	Catalysis of the reaction: L-histidinol phosphate + H(2)O = L-histidinol + phosphate.
s__Catenibacterium_mitsuokai	GO:0015558	secondary active p-aminobenzoyl-glutamate transmembrane transporter activity	137	77	0.023	-0.353	0.376	0.00679582200279927	Pre-HIV-	MF	Enables the transfer of p-aminobenzoyl-glutamate from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters. p-aminobenzoyl-glutamate is the anion of p-aminobenzoyl-glutamic acid.
s__Catenibacterium_mitsuokai	GO:1902604	p-aminobenzoyl-glutamate transmembrane transport	137	77	0.023	-0.353	0.376	0.00679582200280682	Pre-HIV-	BP	The directed movement of N-(4-aminobenzoyl)-L-glutamate across a membrane.
s__Suilimivivens_aceti	GO:0004357	glutamate-cysteine ligase activity	150	82	-0.136	-0.473	0.337	0.00679584392591925	Pre-HIV-	MF	Catalysis of the reaction: L-cysteine + L-glutamate + ATP = L-gamma-glutamyl-L-cysteine + ADP + 2 H(+) + phosphate.
s__Oscillibacter_sp._MCC667	GO:0016920	pyroglutamyl-peptidase activity	150	81	-0.106	-0.451	0.345	0.00679975665039301	Pre-HIV-	MF	Catalysis of the release of the N-terminal pyroglutamyl group from a peptide or protein.
s__Vescimonas_coprocola	GO:0004459	L-lactate dehydrogenase activity	150	82	-0.204	-0.526	0.322	0.00680153216566004	Pre-HIV-	MF	Catalysis of the reaction: (S)-lactate + NAD+ = pyruvate + NADH + H+.
s__Blautia_sp._MSJ_19	GO:0071805	potassium ion transmembrane transport	150	82	-0.133	-0.471	0.338	0.00680377125669884	Pre-HIV-	BP	A process in which a potassium ion is transported from one side of a membrane to the other.
s__Vescimonas_coprocola	GO:0003333	amino acid transmembrane transport	150	82	-0.118	-0.459	0.341	0.00680404879058605	Pre-HIV-	BP	The process in which an amino acid is transported across a membrane.
s__Blautia_sp._MSK_20_85	GO:0016838	carbon-oxygen lyase activity, acting on phosphates	144	80	-0.026	-0.388	0.362	0.00680688814013242	Pre-HIV-	MF	Catalysis of the cleavage of a carbon-oxygen bond by elimination of a phosphate.
s__Oscillibacter_valericigenes	GO:0016994	precorrin-6A reductase activity	151	82	-0.549	-0.236	0.313	0.00681025786495115	Non-HIV-	MF	Catalysis of the reaction: precorrin-6B + NADP+ = precorrin-6A + NADPH + H+.
s__Vescimonas_coprocola	GO:0004788	thiamine diphosphokinase activity	150	82	-0.142	-0.478	0.336	0.0068164919366871	Pre-HIV-	MF	Catalysis of the reaction: ATP + thiamine = AMP + thiamine diphosphate.
s__Ruminococcus_sp._M6_2020	GO:0022872	protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity	150	82	-0.109	-0.452	0.343	0.00681803132052083	Pre-HIV-	MF	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + mannitol(out) = protein histidine + mannitol phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.
s__Oscillibacter_sp._ER4	GO:0005507	copper ion binding	147	82	0.008	-0.355	0.363	0.00682142838273569	Pre-HIV-	MF	Interacting selectively and non-covalently with copper (Cu) ions.
s__Intestinimonas_butyriciproducens	GO:0004618	phosphoglycerate kinase activity	151	82	0.528	0.207	0.321	0.00682196977919403	Non-HIV+	MF	Catalysis of the reaction: 3-phospho-D-glycerate + ATP = 3-phospho-D-glyceroyl phosphate + ADP + H(+).
s__Coprococcus_catus	GO:0009389	dimethyl sulfoxide reductase activity	130	69	0.035	0.418	0.383	0.0068256007235028	Pre-HIV+	MF	Catalysis of the reaction: dimethyl sulfoxide + H+ = dimethyl sulfide + H2O.
s__Prevotella_copri	GO:0016829	lyase activity	141	80	-0.011	0.357	0.368	0.00682582630355677	Pre-HIV+	MF	Catalysis of the cleavage of C-C, C-O, C-N and other bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond. They differ from other enzymes in that two substrates are involved in one reaction direction, but only one in the other direction. When acting on the single substrate, a molecule is eliminated and this generates either a new double bond or a new ring.
s__Qingrenia_yutianensis	GO:0003959	NADPH dehydrogenase activity	132	72	0.048	-0.341	0.389	0.0068422976842053	Pre-HIV-	MF	Catalysis of the reaction: NADPH + H+ + acceptor = NADP+ + reduced acceptor.
s__Holdemanella_sp._MSK_7_32	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	137	81	0.011	-0.358	0.369	0.00684694641878014	Pre-HIV-	MF	Catalysis of the reaction: peptidyl-proline (omega=180) = peptidyl-proline (omega=0).
