Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Streptococcus_sp._HMSC056C01	GO:0008909	isochorismate synthase activity	135	72	-0.303	0.074	0.378	0.00908947259049464	Non-HIV-	MF	Catalysis of the reaction: chorismate = isochorismate.
s__Streptococcus_sp._oral_taxon_431	GO:0019318	hexose metabolic process	137	76	0.141	0.479	0.338	0.0091192964942215	Pre-HIV+	BP	The chemical reactions and pathways involving a hexose, any monosaccharide with a chain of six carbon atoms in the molecule.
s__Haemophilus_parainfluenzae	GO:0042853	L-alanine catabolic process	130	70	-0.345	0.033	0.379	0.0091418821822824	Non-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of L-alanine, the L-enantiomer of 2-aminopropanoic acid, i.e. (2S)-2-aminopropanoic acid.
s__Haemophilus_parainfluenzae	GO:0000286	alanine dehydrogenase activity	130	70	-0.345	0.033	0.379	0.00914188218228529	Non-HIV-	MF	Catalysis of the reaction: L-alanine + H2O + NAD+ = pyruvate + NH3 + NADH + H(+).
s__Streptococcus_sp._HMSC061D10	GO:0003951	NAD+ kinase activity	143	77	-0.033	0.329	0.362	0.0091638597715944	Pre-HIV+	MF	Catalysis of the reaction: ATP + NAD(+) = ADP + 2 H(+) + NADP(+).
s__Streptococcus_vestibularis	GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	143	78	0.331	-0.029	0.36	0.00916916575855264	Non-HIV+	MF	Catalysis of an oxidation-reduction (redox) reaction in which a sulfur-containing group acts as a hydrogen or electron donor and reduces disulfide.
s__Actinomyces_graevenitzii	GO:0019752	carboxylic acid metabolic process	137	71	-0.019	0.353	0.372	0.0091770006124714	Pre-HIV+	BP	The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-).
s__Prevotella_sp._oral_taxon_306	GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	103	65	-0.048	-0.437	0.39	0.00919065912162353	Pre-HIV-	MF	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces a disulfide.
s__Neisseria_meningitidis	GO:0004048	anthranilate phosphoribosyltransferase activity	135	74	-0.359	0.008	0.367	0.00919495284297178	Non-HIV-	MF	Catalysis of the reaction: N-(5-phospho-beta-D-ribosyl)anthranilate + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + anthranilate.
s__Neisseria_mucosa	GO:0009306	protein secretion	137	73	0.395	0.033	0.361	0.00920586597361717	Non-HIV+	BP	The controlled release of proteins from a cell.
s__Rothia_sp._P3C3_S176	GO:0015977	carbon fixation	141	75	0.044	0.399	0.355	0.00920979494457552	Pre-HIV+	BP	A metabolic process in which carbon (usually derived from carbon dioxide) is incorporated into organic compounds (usually carbohydrates).
s__Streptococcus_vestibularis	GO:0051536	iron-sulfur cluster binding	143	78	-0.358	-0.002	0.356	0.00921265449544473	Non-HIV-	MF	Interacting selectively and non-covalently with an iron-sulfur cluster, a combination of iron and sulfur atoms.
s__Streptococcus_sp._343_SSPC	GO:0015771	trehalose transport	84	48	-0.045	-0.485	0.44	0.00921946047842814	Pre-HIV-	BP	The directed movement of trehalose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Trehalose is a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.
s__Streptococcus_sp._343_SSPC	GO:0015574	trehalose transmembrane transporter activity	84	48	-0.045	-0.485	0.44	0.00921946047843325	Pre-HIV-	MF	Enables the transfer of trehalose from one side of a membrane to the other. Trehalose is the disaccharide alpha-D-glucopyranosyl-alpha-D-glucopyranoside that acts of a reserve carbohydrate in certain fungi, algae and lichens.
s__Streptococcus_sp._XMC	GO:0006725	cellular aromatic compound metabolic process	138	74	0.326	-0.043	0.369	0.00925376731798089	Non-HIV+	BP	The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells.
s__Veillonella_nakazawae	GO:0008199	ferric iron binding	138	75	-0.211	-0.533	0.322	0.00925506131174658	Pre-HIV-	MF	Interacting selectively and non-covalently with ferric iron, Fe(III).
s__Streptococcus_oralis	GO:0005576	extracellular region	145	78	0.495	0.17	0.325	0.009274529939306	Non-HIV+	CC	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.
s__Streptococcus_salivarius	GO:0070063	RNA polymerase binding	145	78	-0.026	0.333	0.358	0.00929085220152648	Pre-HIV+	MF	Interacting selectively and non-covalently with an RNA polymerase molecule or complex.
s__Schaalia_sp._ORNL0103	GO:0015035	protein disulfide oxidoreductase activity	135	71	0.087	0.443	0.355	0.00933405337269089	Pre-HIV+	MF	Catalysis of the reaction: a protein with reduced sulfide groups = a protein with oxidized disulfide bonds.
s__Rothia_sp._P3C3_S176	GO:0004109	coproporphyrinogen oxidase activity	141	75	-0.062	0.306	0.368	0.0093405713343826	Pre-HIV+	MF	Catalysis of the reaction: coproporphyrinogen III + 2 H(+) + O(2) = 2 CO(2) + 2 H(2)O + protoporphyrinogen IX.
s__Streptococcus_australis	GO:0045900	negative regulation of translational elongation	142	77	-0.021	0.339	0.36	0.00942244000906212	Pre-HIV+	BP	Any process that stops, prevents, or reduces the frequency, rate or extent of translational elongation.
s__Veillonella_sp._CLA_AA_H247	GO:0015276	ligand-gated ion channel activity	133	73	0.038	0.399	0.361	0.00943258589673057	Pre-HIV+	MF	Enables the transmembrane transfer of an ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.
s__Veillonella_rogosae	GO:0070395	lipoteichoic acid biosynthetic process	138	74	-0.372	-0.01	0.362	0.00943352652122154	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of lipoteichoic acid, which is a major component of the cell wall of gram-positive bacteria and typically consists of a chain of glycerol-phosphate repeating units linked to a glycolipid anchor.
s__Veillonella_sp._CLA_AA_H247	GO:0046690	response to tellurium ion	134	72	-0.408	-0.047	0.361	0.00946037251155696	Non-HIV-	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tellurium ion stimulus.
s__Leptotrichia_sp._oral_taxon_221	GO:0046034	ATP metabolic process	102	52	0.101	-0.338	0.439	0.00946460151968798	Pre-HIV-	BP	The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator.
s__Neisseria_meningitidis	GO:0046835	carbohydrate phosphorylation	134	71	-0.499	-0.159	0.34	0.0094672137044971	Non-HIV-	BP	The process of introducing a phosphate group into a carbohydrate, any organic compound based on the general formula Cx(H2O)y.
s__Neisseria_meningitidis	GO:0004335	galactokinase activity	134	71	-0.499	-0.159	0.34	0.00946721370450887	Non-HIV-	MF	Catalysis of the reaction: D-galactose + ATP = alpha-D-galactose 1-phosphate + ADP + 2 H(+).
s__Veillonella_nakazawae	GO:0006106	fumarate metabolic process	137	75	-0.092	-0.439	0.347	0.00949187426658016	Pre-HIV-	BP	The chemical reactions and pathways involving fumarate, the anion of trans-1,2-ethenedicarboxylic acid, the diastereoisomer of maleate. It is a key intermediate in metabolism and is formed in the TCA cycle from succinate and converted into malate.
s__Neisseria_mucosa	GO:0004721	phosphoprotein phosphatase activity	114	58	0.497	0.117	0.38	0.00949374489315025	Non-HIV+	MF	Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity.
s__Streptococcus_sp._HMSC056C01	GO:0002098	tRNA wobble uridine modification	142	75	0.304	-0.062	0.367	0.00949412020769591	Non-HIV+	BP	The process in which a uridine in position 34 of a tRNA is post-transcriptionally modified.
s__Haemophilus_parainfluenzae	GO:0004672	protein kinase activity	143	77	-0.435	-0.093	0.342	0.0095011941104699	Non-HIV-	MF	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.
s__Veillonella_dispar	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	135	66	0.038	-0.344	0.382	0.00950496102177611	Pre-HIV-	MF	Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces NAD or NADP.
s__Rothia_sp._HMSC072B04	GO:0002100	tRNA wobble adenosine to inosine editing	144	76	0.071	0.418	0.347	0.00951444190595607	Pre-HIV+	BP	The process in which an adenosine in position 34 of a tRNA is post-transcriptionally converted to inosine.
s__Rothia_sp._HMSC072B04	GO:0008251	tRNA-specific adenosine deaminase activity	144	76	0.071	0.418	0.347	0.00951444190595829	Pre-HIV+	MF	Catalysis of the reaction: adenosine + H2O = inosine + NH3, in a tRNA molecule.
s__Streptococcus_sp._HMSC034E03	GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	137	73	-0.043	-0.401	0.358	0.00954249700693266	Pre-HIV-	MF	Catalysis of the reaction: N-acetyl-L-glutamate 5-semialdehyde + NADP+ + phosphate = N-acetyl-5-glutamyl phosphate + NADPH + H+.
s__Streptococcus_vestibularis	GO:0019856	pyrimidine nucleobase biosynthetic process	127	76	-0.347	0.021	0.367	0.00954780677958311	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases.
s__Streptococcus_gordonii	GO:0016051	carbohydrate biosynthetic process	111	57	0.081	-0.337	0.418	0.00955250302567645	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y.
s__Rothia_sp._HMSC065C12	GO:0006596	polyamine biosynthetic process	126	62	-0.028	0.365	0.393	0.00955826419111094	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of polyamines, any organic compound containing two or more amino groups.
s__Streptococcus_sp._263_SSPC	GO:0003879	ATP phosphoribosyltransferase activity	139	73	0.032	-0.336	0.368	0.00958362482154818	Pre-HIV-	MF	Catalysis of the reaction: 1-(5-phospho-D-ribosyl)-ATP + diphosphate = ATP + 5-phospho-alpha-D-ribose 1-diphosphate.
s__Rothia_sp._HMSC072B04	GO:0015937	coenzyme A biosynthetic process	144	76	0	0.357	0.357	0.00961791408710844	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of coenzyme A, 3'-phosphoadenosine-(5')diphospho(4')pantatheine, an acyl carrier in many acylation and acyl-transfer reactions in which the intermediate is a thiol ester.
s__Prevotella_vespertina	GO:0006546	glycine catabolic process	107	61	0.103	-0.311	0.413	0.00962291535312776	Pre-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of glycine, aminoethanoic acid.
s__Streptococcus_sp._1001283B150225_161107_H12	GO:1990610	acetolactate synthase regulator activity	139	72	-0.007	-0.371	0.364	0.0096349048411799	Pre-HIV-	MF	Binds to and modulates the activity of acetolactate synthase.
s__Rothia_sp._HMSC065C12	GO:0042558	pteridine-containing compound metabolic process	143	76	-0.027	0.334	0.36	0.00966936681711861	Pre-HIV+	BP	The chemical reactions and pathways involving any compound containing pteridine (pyrazino(2,3-dipyrimidine)), e.g. pteroic acid, xanthopterin and folic acid.
s__Streptococcus_oralis	GO:0015293	symporter activity	145	78	0.305	-0.054	0.359	0.00968132404886002	Non-HIV+	MF	Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported together in the same direction in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy.
s__Veillonella_sp._oral_taxon_158	GO:0036211	protein modification process	141	76	-0.364	-0.007	0.357	0.00969619987292814	Non-HIV-	BP	The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).
s__Rothia_sp._HMSC072B04	GO:0008649	rRNA methyltransferase activity	144	76	0.058	0.406	0.348	0.00971990407203971	Pre-HIV+	MF	Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to a nucleoside residue in an rRNA molecule.
s__Actinomyces_sp._ICM47	GO:0017150	tRNA dihydrouridine synthase activity	138	75	-0.325	0.04	0.365	0.00972074072394857	Non-HIV-	MF	Catalysis of the reaction: tRNA-uracil + acceptor = tRNA-dihydrouridine + reduced acceptor.
s__Streptococcus_vestibularis	GO:0004749	ribose phosphate diphosphokinase activity	143	78	0.409	0.064	0.345	0.00972714406183872	Non-HIV+	MF	Catalysis of the reaction: D-ribose 5-phosphate + ATP = 5-phospho-alpha-D-ribose 1-diphosphate + AMP + 2 H(+).
s__Veillonella_rogosae	GO:0006424	glutamyl-tRNA aminoacylation	139	78	-0.315	0.045	0.361	0.0097487862256358	Non-HIV-	BP	The process of coupling glutamate to glutamyl-tRNA, catalyzed by glutamyl-tRNA synthetase. The glutamyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a glutamic acid-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification.
s__Streptococcus_vestibularis	GO:0000271	polysaccharide biosynthetic process	143	78	-0.323	0.035	0.358	0.00975261593002386	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0006163	purine nucleotide metabolic process	96	50	0.102	-0.345	0.447	0.00976527253906601	Pre-HIV-	BP	The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
s__Haemophilus_parainfluenzae	GO:0004638	phosphoribosylaminoimidazole carboxylase activity	143	75	-0.309	0.056	0.364	0.00976827887126852	Non-HIV-	MF	Catalysis of the reaction: 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + 2 H(+) = 5-amino-1-(5-phospho-D-ribosyl)imidazole + CO(2).
s__Gemella_sanguinis	GO:0015976	carbon utilization	136	73	-0.061	-0.416	0.355	0.00977490892796817	Pre-HIV-	BP	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary carbon sources and then activates genes to scavenge the last traces of the primary carbon source and to transport and metabolize alternative carbon sources such as carbon dioxide or carbonic acid. The utilization process begins when the cell or organism detects carbon levels, includes the activation of genes whose products detect, transport or metabolize carbon-containing substances, and ends when carbon is incorporated into the cell or organism's metabolism.
s__Prevotella_melaninogenica	GO:0006544	glycine metabolic process	105	53	0.051	-0.375	0.427	0.00978062103138178	Pre-HIV-	BP	The chemical reactions and pathways involving glycine, aminoethanoic acid.
s__Streptococcus_sp._oral_taxon_061	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	138	74	0.317	-0.05	0.367	0.00979891060182392	Non-HIV+	MF	Catalysis of the reaction: (Ac)2-L-Lys-D-alanyl-D-alanine + H2O = (Ac)2-L-Lys-D-alanine + D-alanine.
s__Rothia_sp._HMSC065C12	GO:0042262	DNA protection	129	67	-0.068	-0.434	0.366	0.00983668460304443	Pre-HIV-	BP	Any process in which DNA is protected from damage by, for example, oxidative stress.
s__Streptococcus_sp._HMSC074B11	GO:0032843	hydroperoxide reductase activity	115	61	0.022	0.414	0.391	0.00984556062227893	Pre-HIV+	MF	Catalysis of the reaction: 2 RSH + ROOH = RSSR + ROH + H2O. This reaction is the thiol-dependent conversion of an organic hydroperoxide to the corresponding alcohol.
